,SID,location,timestamp,point_error,anomaly
9187,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 23:00:00,0.020336102663511286,No
9188,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 00:00:00,0.0034617484260782306,No
9189,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 01:00:00,0.003436661332159491,No
9190,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 02:00:00,0.004521691647112984,No
9191,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 03:00:00,0.0025974343055752227,No
9192,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 04:00:00,0.010252781545500725,No
9193,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 05:00:00,0.004628019737993506,No
9194,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 06:00:00,0.04291381624688797,No
9195,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 07:00:00,0.06091618241061059,No
9196,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 08:00:00,0.00799961180935583,No
9197,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 09:00:00,0.19008409011108274,No
9198,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 10:00:00,0.018377258539052223,No
9199,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 11:00:00,0.035601164427167646,No
9200,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 12:00:00,0.5373584663292301,No
9201,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 13:00:00,0.6688388336959078,No
9202,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 14:00:00,0.40857166581230264,No
9203,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 15:00:00,0.19782050797019413,No
9204,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 16:00:00,0.09569473595173424,No
9205,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 17:00:00,0.057071636093978785,No
